InChI Key,CDT_Max,Resp_VAR,Resp_COUNT,Resp_STDEV,Resp_MEDIAN,SMILES_ORI,ID,NAME,DocumentID,RESPONSE,UNIT,DATASET,DATASET_ENTRY_ID,CpID,BatchRef,CpdType,ENTRY_ID,SMILES,InChI,Response
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,0,0.0,4,0.0,3.99,O=c1c2ccccc2sc2ccccc12,R1188467,-,A5920,3.99,Log unit,OChem,OChem_21906,0,0,0,ID_21906,O=c1c2ccccc2sc2ccccc12,InChI=1S/C13H8OS/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H,3.99
OLFZCOCOFINPGC-UHFFFAOYSA-N,0,0.0,1,0.0,4.44,COc1cc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c(N(CCOC(C)=O)CCOC(C)=O)c1,R35261426,D5-azo Dye; SRC003-67-4,A111278,4.44,Log unit,OChem,OChem_35965,0,0,0,ID_35965,COc1cc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c(N(CCOC(C)=O)CCOC(C)=O)c1,"InChI=1S/C23H25BrN6O10/c1-13(31)25-23-19(26-27-22-18(24)9-16(29(34)35)10-21(22)30(36)37)11-17(38-4)12-20(23)28(5-7-39-14(2)32)6-8-40-15(3)33/h9-12H,5-8H2,1-4H3,(H,25,31)",4.44
CCTJHVLTAJTPBV-UHFFFAOYSA-N,0,8e-16,3,2.98023223e-08,2.29,O=C1C=C(Cl)C(=O)c2ccccc21,R5979,"2-chloro-1,4-naphthoquinone",A164,2.29,Log unit,OChem,OChem_17314,0,0,0,ID_17314,O=C1C=C(Cl)C(=O)c2ccccc21,InChI=1S/C10H5ClO2/c11-8-5-9(12)6-3-1-2-4-7(6)10(8)13/h1-5H,2.29
QOYHHIBFXOOADH-UHFFFAOYSA-N,0,0.0,1,0.0,5.86,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,R35263257,Fluspirilene,A111278,5.86,Log unit,OChem,OChem_36230,0,0,0,ID_36230,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,"InChI=1S/C29H31F2N3O/c30-24-12-8-22(9-13-24)27(23-10-14-25(31)15-11-23)7-4-18-33-19-16-29(17-20-33)28(35)32-21-34(29)26-5-2-1-3-6-26/h1-3,5-6,8-15,27H,4,7,16-21H2,(H,32,35)",5.86
KAESVJOAVNADME-UHFFFAOYSA-N,0,0.0,14,0.0,0.75,c1cc[nH]c1,R5258,pyrrole,A164,0.75,Log unit,OChem,OChem_348,0,0,0,ID_348,c1cc[nH]c1,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,0.75
WPLYTRWMCWBZEN-UHFFFAOYSA-N,0,0.0,4,0.0,2.77,O=C(Nc1ccccc1)NC1CCCCC1,R1194383,-,A5920,2.77,Log unit,OChem,OChem_23601,0,0,0,ID_23601,O=C(Nc1ccccc1)NC1CCCCC1,"InChI=1S/C13H18N2O/c16-13(14-11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h1,3-4,7-8,12H,2,5-6,9-10H2,(H2,14,15,16)",2.77
XKRFYHLGVUSROY-UHFFFAOYSA-N,0,0.0,1,0.0,0.74,[Ar],R770534,Argon,A5643,0.74,Log unit,OChem,OChem_5267,0,0,0,ID_5267,[Ar],InChI=1S/Ar,0.74
SQYNKIJPMDEDEG-UHFFFAOYSA-N,0,0.0,11,9.4243218e-09,0.67,CC1OC(C)OC(C)O1,R585435,"1,3,5-Trioxane, 2,4,6-trimethyl-",A4439,0.67,Log unit,OChem,OChem_1150,0,0,0,ID_1150,CC1OC(C)OC(C)O1,"InChI=1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3",0.67
WOFDVDFSGLBFAC-UHFFFAOYSA-N,0,1e-16,6,1.33280037e-08,-0.94,CC(O)C#N,R667759,-,A5214,-0.94,Log unit,OChem,OChem_2865,0,0,0,ID_2865,CC(O)C#N,"InChI=1S/C3H5NO/c1-3(5)2-4/h3,5H,1H3",-0.94
UAFNQQBPUWFPGC-UHFFFAOYSA-N,0,0.0,1,0.0,5.44,Clc1ccc2oc3cccc(Cl)c3c2c1,R1938338,-,A9072,5.44,Log unit,OChem,OChem_24611,0,0,0,ID_24611,Clc1ccc2oc3cccc(Cl)c3c2c1,InChI=1S/C12H6Cl2O/c13-7-4-5-10-8(6-7)12-9(14)2-1-3-11(12)15-10/h1-6H,5.44
XZCFGUMARFFMFK-UHFFFAOYSA-N,0,8e-16,3,2.98023223e-08,1.74,Cc1nnc(SCc2ccccc2)o1,R1188101,-,A5920,1.74,Log unit,OChem,OChem_21781,0,0,0,ID_21781,Cc1nnc(SCc2ccccc2)o1,"InChI=1S/C10H10N2OS/c1-8-11-12-10(13-8)14-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",1.74
WICWMPQLGRMDTD-UHFFFAOYSA-N,0,8e-16,3,2.98023223e-08,1.45,O=C1CCC(=O)N1c1ccc(C(F)(F)F)cc1,R777818,p-CF3-N-phenylsuccinimide,A5643,1.45,Log unit,OChem,OChem_20746,0,0,0,ID_20746,O=C1CCC(=O)N1c1ccc(C(F)(F)F)cc1,"InChI=1S/C11H8F3NO2/c12-11(13,14)7-1-3-8(4-2-7)15-9(16)5-6-10(15)17/h1-4H,5-6H2",1.45
CDQPLIAKRDYOCB-UHFFFAOYSA-N,0,0.0,1,0.0,1.96,CC(N)c1ccc(O)cc1,R2694760,4-(1-Aminoethyl)phenol,A8555,1.96,Log unit,OChem,OChem_8897,0,0,0,ID_8897,CC(N)c1ccc(O)cc1,"InChI=1S/C8H11NO/c1-6(9)7-2-4-8(10)5-3-7/h2-6,10H,9H2,1H3",1.96
VRQVVMDWGGWHTJ-UHFFFAOYSA-N,0,0.0,4,0.0,4.68,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,R586518,"10H-phenothiazine-10-propanamine, 2-methoxy-N,N-beta-trimethyl-, (beta-R)-",A4439,4.68,Log unit,OChem,OChem_30504,0,0,0,ID_30504,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,"InChI=1S/C19H24N2OS/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3",4.68
ABDKAPXRBAPSQN-UHFFFAOYSA-N,0,1.2e-15,12,3.59429531e-08,1.6,COc1ccccc1OC,R585728,"Benzene, 1,2-dimethoxy-",A4439,1.6,Log unit,OChem,OChem_1322,0,0,0,ID_1322,COc1ccccc1OC,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3",1.6
AJJNBMROCIVVSU-UHFFFAOYSA-N,0,0.0,2,0.0,1.39,CNC(=O)Oc1cccc([N+](=O)[O-])c1,R5766,N-Methyl 3-nitrophenyl carbamate,A164,1.39,Log unit,OChem,OChem_17182,0,0,0,ID_17182,CNC(=O)Oc1cccc([N+](=O)[O-])c1,"InChI=1S/C8H8N2O4/c1-9-8(11)14-7-4-2-3-6(5-7)10(12)13/h2-5H,1H3,(H,9,11)",1.39
GNIZUUCYAIPGKZ-UHFFFAOYSA-N,0,0.0,2,0.0,1.13,CN(C)C(=O)Nc1ccc(F)cc1,R666636,-,A5214,1.13,Log unit,OChem,OChem_18611,0,0,0,ID_18611,CN(C)C(=O)Nc1ccc(F)cc1,"InChI=1S/C9H11FN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",1.13
AIGJJWNDTROXPW-UHFFFAOYSA-N,0,0.0,2,0.0,2.82,CCOc1ccc(NC(=O)CN2CCCCC2)cc1,R773501,"1-PIPERIDINEACETAMIDE, N-(4-ETHOXYPHENYL)-",A5643,2.82,Log unit,OChem,OChem_33374,0,0,0,ID_33374,CCOc1ccc(NC(=O)CN2CCCCC2)cc1,"InChI=1S/C15H22N2O2/c1-2-19-14-8-6-13(7-9-14)16-15(18)12-17-10-4-3-5-11-17/h6-9H,2-5,10-12H2,1H3,(H,16,18)",2.82
CTSLUCNDVMMDHG-UHFFFAOYSA-N,0,8e-16,5,2.98023223e-08,2.11,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,R585938,"2,4(1H,3H)-pyrimidinedione, 5-bromo-6-methyl-3-(1-methylpropyl)-",A4439,2.11,Log unit,OChem,OChem_30421,0,0,0,ID_30421,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)",2.11
QILSFLSDHQAZET-UHFFFAOYSA-N,0,0.0,5,0.0,2.67,OC(c1ccccc1)c1ccccc1,R4950,benzhydrol,A164,2.67,Log unit,OChem,OChem_16927,0,0,0,ID_16927,OC(c1ccccc1)c1ccccc1,"InChI=1S/C13H12O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13-14H",2.67
RBAALVDTIWPQPT-UHFFFAOYSA-M,0,0.0,1,0.0,2.27,Cc1cc(-c2nc(C(C)C)n(C=CC(O)CC(O)CC(=O)O[Na])c2-c2ccc(F)cc2)cc(C)c1Cl,R776725,"6-HEPTENOIC ACID,7[4(4-CHLORO-3,5-DIMEPH)-5-(4-F",A5643,2.27,Log unit,OChem,OChem_35602,0,0,0,ID_35602,Cc1cc(-c2nc(C(C)C)n(C=CC(O)CC(O)CC(=O)O[Na])c2-c2ccc(F)cc2)cc(C)c1Cl,"InChI=1S/C27H30ClFN2O4.Na/c1-15(2)27-30-25(19-11-16(3)24(28)17(4)12-19)26(18-5-7-20(29)8-6-18)31(27)10-9-21(32)13-22(33)14-23(34)35;/h5-12,15,21-22,32-33H,13-14H2,1-4H3,(H,34,35);/q;+1/p-1",2.27
NGFLJJFIYZVOMH-UHFFFAOYSA-N,0,0.0,1,0.0,0.02,Cc1[nH]cnc1CSCCNc1nc(=O)cc[nH]1,R773187,"CIMETIDINE,PYRIMID-4-ONE-2-YL ANALOG",A5643,0.02,Log unit,OChem,OChem_33234,0,0,0,ID_33234,Cc1[nH]cnc1CSCCNc1nc(=O)cc[nH]1,"InChI=1S/C11H15N5OS/c1-8-9(15-7-14-8)6-18-5-4-13-11-12-3-2-10(17)16-11/h2-3,7H,4-6H2,1H3,(H,14,15)(H2,12,13,16,17)",0.02
ODWMKXZAAQSBAM-UHFFFAOYSA-N,0,3.5e-15,3,5.96046447e-08,3.8,CCNC12c3ccccc3CC1CCCC2C,R1194729,-,A5920,3.8,Log unit,OChem,OChem_23835,0,0,0,ID_23835,CCNC12c3ccccc3CC1CCCC2C,"InChI=1S/C16H23N/c1-3-17-16-12(2)7-6-9-14(16)11-13-8-4-5-10-15(13)16/h4-5,8,10,12,14,17H,3,6-7,9,11H2,1-2H3",3.8
OYBQCUZBVHFPBU-UHFFFAOYSA-N,0,0.0,4,0.0,-0.25,Cc1cnc(C(N)=O)cn1,R770154,"PYRAZINECARBOXAMIDE, 5-METHYL-",A5643,-0.25,Log unit,OChem,OChem_5206,0,0,0,ID_5206,Cc1cnc(C(N)=O)cn1,"InChI=1S/C6H7N3O/c1-4-2-9-5(3-8-4)6(7)10/h2-3H,1H3,(H2,7,10)",-0.25
FKLFBQCQQYDUAM-UHFFFAOYSA-N,0,0.0,3,0.0,3.86,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,R1188478,-,A5920,3.86,Log unit,OChem,OChem_21910,0,0,0,ID_21910,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,"InChI=1S/C11H6Cl2N2/c12-10-3-1-2-8(11(10)13)9-6-15-5-7(9)4-14/h1-3,5-6,15H",3.86
GVBUHJSIDPIOBZ-UHFFFAOYSA-N,0,0.0,1,0.0,1.78,COc1c(N)cccc1[N+](=O)[O-],R765972,"BENZENAMINE, 2-METHOXY-3-NITRO-",A5643,1.78,Log unit,OChem,OChem_19796,0,0,0,ID_19796,COc1c(N)cccc1[N+](=O)[O-],"InChI=1S/C7H8N2O3/c1-12-7-5(8)3-2-4-6(7)9(10)11/h2-4H,8H2,1H3",1.78
UBAYXKKBPFGCLS-UHFFFAOYSA-N,0,8e-16,3,2.98023223e-08,2.23,CCCCOC1(c2ccccc2)CN(C)CCO1,R1195018,-,A5920,2.23,Log unit,OChem,OChem_23956,0,0,0,ID_23956,CCCCOC1(c2ccccc2)CN(C)CCO1,"InChI=1S/C15H23NO2/c1-3-4-11-17-15(13-16(2)10-12-18-15)14-8-6-5-7-9-14/h5-9H,3-4,10-13H2,1-2H3",2.23
LHFSGFVUPZHJEY-UHFFFAOYSA-N,0,0.0,1,0.0,3.92,CCc1ccc(C2C(=O)c3ccccc3C2=O)cc1,R770566,"1H-INDENE-1,3(2H)-DIONE, 2-(4-ETHYLPHENYL)-",A5643,3.92,Log unit,OChem,OChem_32428,0,0,0,ID_32428,CCc1ccc(C2C(=O)c3ccccc3C2=O)cc1,"InChI=1S/C17H14O2/c1-2-11-7-9-12(10-8-11)15-16(18)13-5-3-4-6-14(13)17(15)19/h3-10,15H,2H2,1H3",3.92
CVAVMIODJQHEEH-UHFFFAOYSA-O,0,0.0,1,0.0,1.95,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,R35262206,RHODAMINE B,A111278,1.95,Log unit,OChem,OChem_36182,0,0,0,ID_36182,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,"InChI=1S/C28H30N2O3/c1-5-29(6-2)19-13-15-23-25(17-19)33-26-18-20(30(7-3)8-4)14-16-24(26)27(23)21-11-9-10-12-22(21)28(31)32/h9-18H,5-8H2,1-4H3/p+1",1.95
RBJGYDGKXTYSSL-UHFFFAOYSA-N,0,0.0,2,0.0,2.71,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,R771144,N1-(4-CHLOROPHENYL)SULFANILAMIDE,A5643,2.71,Log unit,OChem,OChem_32568,0,0,0,ID_32568,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,"InChI=1S/C12H11ClN2O2S/c13-9-1-5-11(6-2-9)15-18(16,17)12-7-3-10(14)4-8-12/h1-8,15H,14H2",2.71
PHHPJCFCMHMBMO-UHFFFAOYSA-N,0,0.0,3,0.0,1.83,Cc1ccccc1OCC(=O)NNC(C)C,R1189358,-,A5920,1.83,Log unit,OChem,OChem_22589,0,0,0,ID_22589,Cc1ccccc1OCC(=O)NNC(C)C,"InChI=1S/C12H18N2O2/c1-9(2)13-14-12(15)8-16-11-7-5-4-6-10(11)3/h4-7,9,13H,8H2,1-3H3,(H,14,15)",1.83
CUGLICQCTXWQNF-UHFFFAOYSA-N,0,0.0,1,0.0,5.53,Clc1cccc(-c2c(Cl)cccc2Cl)c1Cl,R334567,"2,2',3,6'-Tetrachlorobiphenyl",A2579,5.53,Log unit,OChem,OChem_30276,0,0,0,ID_30276,Clc1cccc(-c2c(Cl)cccc2Cl)c1Cl,InChI=1S/C12H6Cl4/c13-8-4-2-5-9(14)11(8)7-3-1-6-10(15)12(7)16/h1-6H,5.53
RECUKUPTGUEGMW-UHFFFAOYSA-N,0,0.0,3,0.0,3.49,Cc1ccc(C(C)C)cc1O,R586323,"Phenol, 2-methyl-5-(1-methylethyl)-",A4439,3.49,Log unit,OChem,OChem_18105,0,0,0,ID_18105,Cc1ccc(C(C)C)cc1O,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",3.49
GCCWFEKPOSPEKL-UHFFFAOYSA-N,0,0.0,3,0.0,2.51,O=S(=O)(Nc1cccc(O)c1)C(F)(F)F,R1188651,-,A5920,2.51,Log unit,OChem,OChem_22026,0,0,0,ID_22026,O=S(=O)(Nc1cccc(O)c1)C(F)(F)F,"InChI=1S/C7H6F3NO3S/c8-7(9,10)15(13,14)11-5-2-1-3-6(12)4-5/h1-4,11-12H",2.51
MZPGECUKILUQTA-UHFFFAOYSA-N,0,0.0,1,0.0,1.72,CC(C)OC(=O)CS(=O)(=O)c1ccccc1[N+](=O)[O-],R671245,-,A5214,1.72,Log unit,OChem,OChem_31316,0,0,0,ID_31316,CC(C)OC(=O)CS(=O)(=O)c1ccccc1[N+](=O)[O-],"InChI=1S/C11H13NO6S/c1-8(2)18-11(13)7-19(16,17)10-6-4-3-5-9(10)12(14)15/h3-6,8H,7H2,1-2H3",1.72
ISOBQSJJWXAPFP-UHFFFAOYSA-N,0,0.0,3,0.0,0.63,NC(=O)c1c(F)cccc1Br,R1186247,-,A5920,0.63,Log unit,OChem,OChem_21489,0,0,0,ID_21489,NC(=O)c1c(F)cccc1Br,"InChI=1S/C7H5BrFNO/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)",0.63
YNJBWRMUSHSURL-UHFFFAOYSA-N,0,0.0,4,0.0,1.33,O=C(O)C(Cl)(Cl)Cl,R585627,"Acetic acid, trichloro-",A4439,1.33,Log unit,OChem,OChem_17873,0,0,0,ID_17873,O=C(O)C(Cl)(Cl)Cl,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",1.33
FJMAXCRRCJSCIE-UHFFFAOYSA-N,0,0.0,2,0.0,-1.56,CNC(=O)CNC(C)=O,R6651,2-(Acetylamino)-N-methylethanamide,A164,-1.56,Log unit,OChem,OChem_677,0,0,0,ID_677,CNC(=O)CNC(C)=O,"InChI=1S/C5H10N2O2/c1-4(8)7-3-5(9)6-2/h3H2,1-2H3,(H,6,9)(H,7,8)",-1.56
OWJUDUYFACKFRC-UHFFFAOYSA-N,0,0.0,1,0.0,3.18,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1N,R777785,2(5-Acetyl-4NH2-3-(4-CLPh)-thienyl) MeSO,A5643,3.18,Log unit,OChem,OChem_33750,0,0,0,ID_33750,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1N,"InChI=1S/C13H12ClNO2S2/c1-7(16)12-11(15)10(13(18-12)19(2)17)8-3-5-9(14)6-4-8/h3-6H,15H2,1-2H3",3.18
NOIIUHRQUVNIDD-UHFFFAOYSA-N,0,0.0,1,0.0,0.87,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,R765455,Nialamide,A5643,0.87,Log unit,OChem,OChem_31634,0,0,0,ID_31634,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,"InChI=1S/C16H18N4O2/c21-15(18-12-13-4-2-1-3-5-13)8-11-19-20-16(22)14-6-9-17-10-7-14/h1-7,9-10,19H,8,11-12H2,(H,18,21)(H,20,22)",0.87
XCRPPAPDRUBKRJ-UHFFFAOYSA-N,0,0.0,4,0.0,1.98,Oc1ccc2cccnc2c1,R666939,-,A5214,1.98,Log unit,OChem,OChem_2569,0,0,0,ID_2569,Oc1ccc2cccnc2c1,"InChI=1S/C9H7NO/c11-8-4-3-7-2-1-5-10-9(7)6-8/h1-6,11H",1.98
SFQAIBDYYSYPKJ-UHFFFAOYSA-N,0,3.5e-15,3,5.96046447e-08,4.28,Cc1nc(-c2ccccc2)cnc1-c1ccccc1,R779210,"2,5-Diphenyl-3-methylpyrazine",A5643,4.28,Log unit,OChem,OChem_21045,0,0,0,ID_21045,Cc1nc(-c2ccccc2)cnc1-c1ccccc1,"InChI=1S/C17H14N2/c1-13-17(15-10-6-3-7-11-15)18-12-16(19-13)14-8-4-2-5-9-14/h2-12H,1H3",4.28
UZKPUFNAUXBOOI-UHFFFAOYSA-N,0,0.0,3,0.0,0.9,O=C(O)C1CSC(c2cc(O)ccc2O)=N1,R780679,R3690-N9,A5643,0.9,Log unit,OChem,OChem_21343,0,0,0,ID_21343,O=C(O)C1CSC(c2cc(O)ccc2O)=N1,"InChI=1S/C10H9NO4S/c12-5-1-2-8(13)6(3-5)9-11-7(4-16-9)10(14)15/h1-3,7,12-13H,4H2,(H,14,15)",0.9
JDOFONHTNPZLDC-UHFFFAOYSA-N,0,0.0,3,0.0,1.52,CCCC1OCSC1=NOC(=O)NC,R1188152,-,A5920,1.52,Log unit,OChem,OChem_21794,0,0,0,ID_21794,CCCC1OCSC1=NOC(=O)NC,"InChI=1S/C8H14N2O3S/c1-3-4-6-7(14-5-12-6)10-13-8(11)9-2/h6H,3-5H2,1-2H3,(H,9,11)",1.52
PRPINYUDVPFIRX-UHFFFAOYSA-N,0,0.0,4,0.0,2.24,O=C(O)Cc1cccc2ccccc12,R585974,1-NAPHTHALENEACETIC ACID,A4439,2.24,Log unit,OChem,OChem_17977,0,0,0,ID_17977,O=C(O)Cc1cccc2ccccc12,"InChI=1S/C12H10O2/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H,13,14)",2.24
IDGPFVCCWGIHHI-UHFFFAOYSA-N,0,0.0,1,0.0,0.82,N=C(N)c1cccc(OCCCOc2ccc([N+](=O)[O-])cc2)c1,R773119,P(4-NO2-PHO-PRO)BENZAMIDINE HCL,A5643,0.82,Log unit,OChem,OChem_33214,0,0,0,ID_33214,N=C(N)c1cccc(OCCCOc2ccc([N+](=O)[O-])cc2)c1,"InChI=1S/C16H17N3O4/c17-16(18)12-3-1-4-15(11-12)23-10-2-9-22-14-7-5-13(6-8-14)19(20)21/h1,3-8,11H,2,9-10H2,(H3,17,18)",0.82
AWZJRRBGXZWVOY-UHFFFAOYSA-N,0,0.0,4,0.0,4.54,Clc1ccc(C2OC2c2ccccc2)cc1,R777744,4-Chlorostilbene oxide,A5643,4.54,Log unit,OChem,OChem_20713,0,0,0,ID_20713,Clc1ccc(C2OC2c2ccccc2)cc1,"InChI=1S/C14H11ClO/c15-12-8-6-11(7-9-12)14-13(16-14)10-4-2-1-3-5-10/h1-9,13-14H",4.54
DCUJJWWUNKIJPH-UHFFFAOYSA-N,0,0.0,4,0.0,3.41,Clc1cccc(C(Cl)(Cl)Cl)n1,R1185786,-,A5920,3.41,Log unit,OChem,OChem_21462,0,0,0,ID_21462,Clc1cccc(C(Cl)(Cl)Cl)n1,"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",3.41
CKLLRBPBZLTGDJ-UHFFFAOYSA-N,0,0.0,1,0.0,7.44,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,R772437,"2,2',3,4,4'-PCB",A5643,7.44,Log unit,OChem,OChem_34906,0,0,0,ID_34906,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-1-2-6(8(14)3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,7.44
VKMGSWIFEHZQRS-UHFFFAOYSA-N,0,3.5e-15,3,5.96046447e-08,3.32,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,R1188531,-,A5920,3.32,Log unit,OChem,OChem_21943,0,0,0,ID_21943,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,"InChI=1S/C11H15Cl2NO/c1-7(2)14-6-11(15)8-3-4-9(12)10(13)5-8/h3-5,7,11,14-15H,6H2,1-2H3",3.32
VKTUNBCVVAZLCU-UHFFFAOYSA-N,0,0.0,3,0.0,0.94,O=C(O)CCCCn1nc2ccccc2n1,R1194369,-,A5920,0.94,Log unit,OChem,OChem_23589,0,0,0,ID_23589,O=C(O)CCCCn1nc2ccccc2n1,"InChI=1S/C11H13N3O2/c15-11(16)7-3-4-8-14-12-9-5-1-2-6-10(9)13-14/h1-2,5-6H,3-4,7-8H2,(H,15,16)",0.94
MIAKOEWBCMPCQR-UHFFFAOYSA-N,0,0.0,2,0.0,-2.67,Nc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,R771469,"GLUCOPYRANOSIDE,4-AMINOPHENYL",A5643,-2.67,Log unit,OChem,OChem_32640,0,0,0,ID_32640,Nc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,"InChI=1S/C12H17NO6/c13-6-1-3-7(4-2-6)18-12-11(17)10(16)9(15)8(5-14)19-12/h1-4,8-12,14-17H,5,13H2",-2.67
CDYKTFABNOULII-UHFFFAOYSA-N,0,0.0,1,0.0,2.54,O=C(Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1O,R770323,"Salicylanilide, 4'-chloro-5-nitro-",A5643,2.54,Log unit,OChem,OChem_32378,0,0,0,ID_32378,O=C(Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1O,"InChI=1S/C13H9ClN2O4/c14-8-1-3-9(4-2-8)15-13(18)11-7-10(16(19)20)5-6-12(11)17/h1-7,17H,(H,15,18)",2.54
KEWNUOYGCZAWIJ-UHFFFAOYSA-N,0,0.0,1,0.0,0.84,CCOC(=O)CCC(=O)N(C)c1cccc(S(=O)(=O)N(C)C)c1,R774507,"BUTANOIC ACID, 4-[[4-[(DIMETHYLAMINO)SULFONYL]PH",A5643,0.84,Log unit,OChem,OChem_33536,0,0,0,ID_33536,CCOC(=O)CCC(=O)N(C)c1cccc(S(=O)(=O)N(C)C)c1,"InChI=1S/C15H22N2O5S/c1-5-22-15(19)10-9-14(18)17(4)12-7-6-8-13(11-12)23(20,21)16(2)3/h6-8,11H,5,9-10H2,1-4H3",0.84
BOWWAQXPHYHXOP-UHFFFAOYSA-N,0,0.0,5,0.0,3.38,CNC(=O)Oc1ccc(C(C)(C)C)c(C)c1,R777695,N-Me-3-Me-4-t-Bu phenylcarbamate,A5643,3.38,Log unit,OChem,OChem_20701,0,0,0,ID_20701,CNC(=O)Oc1ccc(C(C)(C)C)c(C)c1,"InChI=1S/C13H19NO2/c1-9-8-10(16-12(15)14-5)6-7-11(9)13(2,3)4/h6-8H,1-5H3,(H,14,15)",3.38
OVLYAISOYPJBLU-UHFFFAOYSA-N,0,0.0,1,0.0,-0.56,OCC1OC(Sc2ccccc2)C(O)C(O)C1O,R771141,1-PHENYLTHIO-B-GALACTOPYRANOSIDE,A5643,-0.56,Log unit,OChem,OChem_32567,0,0,0,ID_32567,OCC1OC(Sc2ccccc2)C(O)C(O)C1O,"InChI=1S/C12H16O5S/c13-6-8-9(14)10(15)11(16)12(17-8)18-7-4-2-1-3-5-7/h1-5,8-16H,6H2",-0.56
XJHGAJLIKDAOPE-UHFFFAOYSA-N,0,1.7e-15,3,4.21468485e-08,2.72,O=C(O)Cc1ccc(OCc2ccccc2)cc1,R1190345,-,A5920,2.72,Log unit,OChem,OChem_23200,0,0,0,ID_23200,O=C(O)Cc1ccc(OCc2ccccc2)cc1,"InChI=1S/C15H14O3/c16-15(17)10-12-6-8-14(9-7-12)18-11-13-4-2-1-3-5-13/h1-9H,10-11H2,(H,16,17)",2.72
BYACWNWBFWLGOF-UHFFFAOYSA-N,0,0.0,2,0.0,2.55,CCCc1nc(N)nc(N2CCCCC2)n1,R779783,"7-55-6; 1,3,5-TRIAZINE,A-28",A5643,2.55,Log unit,OChem,OChem_21154,0,0,0,ID_21154,CCCc1nc(N)nc(N2CCCCC2)n1,"InChI=1S/C11H19N5/c1-2-6-9-13-10(12)15-11(14-9)16-7-4-3-5-8-16/h2-8H2,1H3,(H2,12,13,14,15)",2.55
IZJDOKYDEWTZSO-UHFFFAOYSA-N,0,0.0,5,0.0,3.47,S=C=NCCc1ccccc1,R5893,phenethyl isothiocyanate,A164,3.47,Log unit,OChem,OChem_17248,0,0,0,ID_17248,S=C=NCCc1ccccc1,"InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2",3.47
