Name,DocumentID,ID,SMILES,Response,Original_SMILES,Batch Reference,Type,Dataset,SMILES_ORI,InChI,InChI Key,Resp_STDEV,Resp_CNT,Resp_MEDIAN
-,A100755,None,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.81,None,None,None,OChem,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,"InChI=1S/C27H30N4O2S/c1-3-23(30(16-7-15-28)26(32)21-12-10-19(2)11-13-21)25-29-22-14-17-34-24(22)27(33)31(25)18-20-8-5-4-6-9-20/h4-6,8-14,17,23H,3,7,15-16,18,28H2,1-2H3",KNGIOGDQNGEKIC-UHFFFAOYSA-N,0.0,1,1.81
-,A100755,None,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2.9,None,None,None,OChem,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,"InChI=1S/C19H17NO3/c21-17-13-18(20-9-11-22-12-10-20)23-19-15(7-4-8-16(17)19)14-5-2-1-3-6-14/h1-8,13H,9-12H2",CZQHHVNHHHRRDU-UHFFFAOYSA-N,0.0,1,2.9
-,A100755,None,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,3.4,None,None,None,OChem,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)OC(=S)N2,"InChI=1S/C16H15N3OS/c1-16(2)12-8-10(4-6-13(12)18-15(21)20-16)14-7-5-11(9-17)19(14)3/h4-8H,1-3H3,(H,18,21)",PYVFWTPEBMRKSR-UHFFFAOYSA-N,0.0,1,3.4
-,A100755,None,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.5,None,None,None,OChem,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,"InChI=1S/C23H27Cl2N3O4S/c24-21-7-6-19(16-22(21)25)32-18-10-14-27(15-11-18)17-8-12-28(13-9-17)23(29)26-33(30,31)20-4-2-1-3-5-20/h1-7,16-18H,8-15H2,(H,26,29)",MFJWXRIWIGLCGD-UHFFFAOYSA-N,0.0,1,1.5
-,A100755,None,CCCSc1ncccc1C(=O)N(C)C1C2CC3CC1CC(O)(C3)C2,2.4850000000000003,None,None,None,OChem,CCCSc1ncccc1C(=O)N(C)C1C2CC3CC1CC(O)(C3)C2,"InChI=1S/C20H28N2O2S/c1-3-7-25-18-16(5-4-6-21-18)19(23)22(2)17-14-8-13-9-15(17)12-20(24,10-13)11-14/h4-6,13-15,17,24H,3,7-12H2,1-2H3",MYUWJGFKFGXFOP-UHFFFAOYSA-N,0.0,1,2.4850000000000003
-,A100755,None,O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2)o1,2.9,None,None,None,OChem,O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2)o1,"InChI=1S/C18H18N6O3/c25-16(17-22-23-18(27-17)21-13-4-2-1-3-5-13)20-14-6-7-15(19-12-14)24-8-10-26-11-9-24/h1-7,12H,8-11H2,(H,20,25)(H,21,23)",RSFJMISTKPRTLU-UHFFFAOYSA-N,0.0,1,2.9
-,A100755,None,O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.83,None,None,None,OChem,O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,"InChI=1S/C24H28Cl2N2O3/c25-21-6-5-19(15-22(21)26)31-18-9-11-27(12-10-18)16-17-7-13-28(14-8-17)23-4-2-1-3-20(23)24(29)30/h1-6,15,17-18H,7-14,16H2,(H,29,30)",UMSPPMMERAOIRT-UHFFFAOYSA-N,0.0,1,2.83
-,A100755,None,Nc1nc2nc(SCc3cccc(F)c3F)nc(O)c2s1,2.5,None,None,None,OChem,Nc1nc2nc(SCc3cccc(F)c3F)nc(O)c2s1,"InChI=1S/C12H8F2N4OS2/c13-6-3-1-2-5(7(6)14)4-20-12-17-9-8(10(19)18-12)21-11(15)16-9/h1-3H,4H2,(H3,15,16,17,18,19)",SFLIILJRMUOVNE-UHFFFAOYSA-N,0.0,1,2.5
-,A100755,None,c1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1,3.15,None,None,None,OChem,c1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1,"InChI=1S/C14H13N5/c1-2-4-10(5-3-1)14-17-16-13-9-8-12(18-19(13)14)15-11-6-7-11/h1-5,8-9,11H,6-7H2,(H,15,18)",RCJWOHKIDMXOTM-UHFFFAOYSA-N,0.0,1,3.15
-,A100755,None,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21,4.36,None,None,None,OChem,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21,"InChI=1S/C25H29N3O3S/c1-17(2)14-28-21-16-27(15-19-10-6-9-18-8-4-5-11-20(18)19)24(32-13-7-12-29)22(21)23(30)26(3)25(28)31/h4-6,8-11,16-17,29H,7,12-15H2,1-3H3",URQVSIAMYVDWTE-UHFFFAOYSA-N,0.0,1,4.36
-,A100755,None,N#Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,1.22,None,None,None,OChem,N#Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,"InChI=1S/C23H21N5O/c24-13-19-12-16(15-28-10-3-11-28)14-26-22(19)17-6-8-18(9-7-17)23(29)27-21-5-2-1-4-20(21)25/h1-2,4-9,12,14H,3,10-11,15,25H2,(H,27,29)",MGOAWIRTPOOEAO-UHFFFAOYSA-N,0.0,1,1.22
-,A100755,None,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,4.21,None,None,None,OChem,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,"InChI=1S/C20H27NO2/c1-13-17(4-3-5-18(13)23-2)21-19(22)12-20-9-14-6-15(10-20)8-16(7-14)11-20/h3-5,14-16H,6-12H2,1-2H3,(H,21,22)",HMFZJPXGIJLMTJ-UHFFFAOYSA-N,0.0,1,4.21
-,A100755,None,O=C(Cc1ccc2c(n1)NCCC2)Nc1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,-0.63,None,None,None,OChem,O=C(Cc1ccc2c(n1)NCCC2)Nc1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,"InChI=1S/C26H24Cl2N4O4/c27-19-4-1-5-20(28)23(19)25(34)32-21(26(35)36)13-15-6-9-17(10-7-15)30-22(33)14-18-11-8-16-3-2-12-29-24(16)31-18/h1,4-11,21H,2-3,12-14H2,(H,29,31)(H,30,33)(H,32,34)(H,35,36)",PQPGXHCKTBRKTN-UHFFFAOYSA-N,0.0,1,-0.63
-,A123551,None,CCc1cc(N)cc2nc(N3CCCC3C(=O)NC(CC(C)C)C(N)=O)oc(=O)c12,1.6,None,None,None,OChem,CCc1cc(N)cc2nc(N3CCCC3C(=O)NC(CC(C)C)C(N)=O)oc(=O)c12,"InChI=1S/C21H29N5O4/c1-4-12-9-13(22)10-14-17(12)20(29)30-21(25-14)26-7-5-6-16(26)19(28)24-15(18(23)27)8-11(2)3/h9-11,15-16H,4-8,22H2,1-3H3,(H2,23,27)(H,24,28)",APYDNNXFSRUUEM-UHFFFAOYSA-N,0.0,1,1.6
-,A123551,None,CCOCCCn1ccc(=O)c(O)c1CC,0.72000003,None,None,None,OChem,CCOCCCn1ccc(=O)c(O)c1CC,"InChI=1S/C12H19NO3/c1-3-10-12(15)11(14)6-8-13(10)7-5-9-16-4-2/h6,8,15H,3-5,7,9H2,1-2H3",JDUCPXGJCQRMKL-UHFFFAOYSA-N,0.0,1,0.72000003
-,A100755,None,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,0.68,None,None,None,OChem,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,"InChI=1S/C24H29N5O4/c1-31-23-13-20-17(14-27-23)2-3-24(30)29(20)9-8-28-6-4-18(5-7-28)25-15-19-12-21-22(16-26-19)33-11-10-32-21/h2-3,12-14,16,18,25H,4-11,15H2,1H3",HPIXUGIAVZJDSY-UHFFFAOYSA-N,0.0,1,0.68
-,A117855,None,O=C(NOCCO)c1oc2ccncc2c1Nc1ccc(I)cc1F,3.1,None,None,None,OChem,O=C(NOCCO)c1oc2ccncc2c1Nc1ccc(I)cc1F,"InChI=1S/C16H13FIN3O4/c17-11-7-9(18)1-2-12(11)20-14-10-8-19-4-3-13(10)25-15(14)16(23)21-24-6-5-22/h1-4,7-8,20,22H,5-6H2,(H,21,23)",LVHMCPRJISQGAK-UHFFFAOYSA-N,0.0,1,3.1
-,A123551,None,N=C(N)c1ccc(CCN2CCC(c3nc(COCC(F)(F)F)c(-c4ccc(F)cc4)o3)CC2)cc1,3.76,None,None,None,OChem,N=C(N)c1ccc(CCN2CCC(c3nc(COCC(F)(F)F)c(-c4ccc(F)cc4)o3)CC2)cc1,"InChI=1S/C26H28F4N4O2/c27-21-7-5-18(6-8-21)23-22(15-35-16-26(28,29)30)33-25(36-23)20-10-13-34(14-11-20)12-9-17-1-3-19(4-2-17)24(31)32/h1-8,20H,9-16H2,(H3,31,32)",GQSOOBQMDHASHL-UHFFFAOYSA-N,0.0,1,3.76
-,A100755,None,Cc1nc(C)c(-c2ccc(C3CCC(CCC(=O)O)CC3)cc2)nc1C(N)=O,1.6,None,None,None,OChem,Cc1nc(C)c(-c2ccc(C3CCC(CCC(=O)O)CC3)cc2)nc1C(N)=O,"InChI=1S/C22H27N3O3/c1-13-20(25-21(22(23)28)14(2)24-13)18-10-8-17(9-11-18)16-6-3-15(4-7-16)5-12-19(26)27/h8-11,15-16H,3-7,12H2,1-2H3,(H2,23,28)(H,26,27)",MYIZTXKUHCNUET-UHFFFAOYSA-N,0.0,1,1.6
-,A100755,None,CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1,2.94,None,None,None,OChem,CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1,"InChI=1S/C27H21Cl2NO5S/c1-2-34-21-7-9-22(10-8-21)35-23-11-13-24(14-12-23)36(32,33)30-27(31)20-5-3-4-18(16-20)19-6-15-25(28)26(29)17-19/h3-17H,2H2,1H3,(H,30,31)",NTOKZWCGGSZEAX-UHFFFAOYSA-N,0.0,1,2.94
-,A123551,None,O=[N+]([O-])c1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,2.3199999,None,None,None,OChem,O=[N+]([O-])c1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,"InChI=1S/C22H27N3O7S2/c26-19-7-4-17(21-20(19)24-22(27)33-21)8-10-23-11-15-34(30,31)14-1-12-32-13-9-16-2-5-18(6-3-16)25(28)29/h2-7,23,26H,1,8-15H2,(H,24,27)",PWLLXGYWWAPLBH-UHFFFAOYSA-N,0.0,1,2.3199999
-,A100755,None,CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,3.19,None,None,None,OChem,CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,"InChI=1S/C13H13N3O2S/c1-15-11(17)9-7-10(8-5-3-2-4-6-8)19-12(9)16-13(14)18/h2-7H,1H3,(H,15,17)(H3,14,16,18)",XUMVGDNPUZOUSZ-UHFFFAOYSA-N,0.0,1,3.19
-,A123551,None,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)cc21,2.3,None,None,None,OChem,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)cc21,"InChI=1S/C18H18Cl2N2O/c1-22-17-7-5-12(10-3-6-15(19)16(20)9-10)13-4-2-11(18(21)23)8-14(13)17/h2-4,6,8-9,12,17,22H,5,7H2,1H3,(H2,21,23)",GIENPXSUZALJHK-UHFFFAOYSA-N,0.0,1,2.3
-,A100755,None,CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,-0.62,None,None,None,OChem,CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,"InChI=1S/C21H17F3N6O3/c1-10(2)27-19(31)15-6-13-17(30-4-3-16(29-30)21(22,23)24)14(9-26-18(13)28-15)11-5-12(20(32)33)8-25-7-11/h3-10H,1-2H3,(H,26,28)(H,27,31)(H,32,33)",UYBAOGSSQQTAHD-UHFFFAOYSA-N,0.0,1,-0.62
-,A123551,None,Cc1ccc(C)n1Nc1ccc(N(C)CC(C)O)nn1,1.73,None,None,None,OChem,Cc1ccc(C)n1Nc1ccc(N(C)CC(C)O)nn1,"InChI=1S/C14H21N5O/c1-10-5-6-11(2)19(10)17-13-7-8-14(16-15-13)18(4)9-12(3)20/h5-8,12,20H,9H2,1-4H3,(H,15,17)",AHXZVJHTCXBPDD-UHFFFAOYSA-N,0.0,1,1.73
-,A100755,None,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1,1.9,None,None,None,OChem,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1,"InChI=1S/C24H22N4O3S/c1-18-12-14-21(15-13-18)32(30,31)27-23-22(17-26-28(23)20-10-6-3-7-11-20)24(29)25-16-19-8-4-2-5-9-19/h2-15,17,27H,16H2,1H3,(H,25,29)",SRQAUOYUAKGJIN-UHFFFAOYSA-N,0.0,1,1.9
-,A100755,None,O=C(Nc1ccccc1)Nc1ccccc1C(=O)O,-0.12,None,None,None,OChem,O=C(Nc1ccccc1)Nc1ccccc1C(=O)O,"InChI=1S/C14H12N2O3/c17-13(18)11-8-4-5-9-12(11)16-14(19)15-10-6-2-1-3-7-10/h1-9H,(H,17,18)(H2,15,16,19)",RQPVXOUSZLDZFI-UHFFFAOYSA-N,0.0,1,-0.12
-,A100755,None,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1C(NC(C)=O)CC2,1.81,None,None,None,OChem,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1C(NC(C)=O)CC2,"InChI=1S/C20H23NO5/c1-11(22)21-16-8-5-12-9-17(24-2)19(25-3)20(26-4)18(12)14-7-6-13(23)10-15(14)16/h6-7,9-10,16,23H,5,8H2,1-4H3,(H,21,22)",WJJZQSCOTJYYSP-UHFFFAOYSA-N,0.0,1,1.81
-,A123554,None,COc1cc(-c2nnc3n2CCCC32COc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,2.5,None,None,None,OChem,COc1cc(-c2nnc3n2CCCC32COc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,"InChI=1S/C27H24F3N5O4/c1-16-31-13-22(39-16)18-9-8-17(12-21(18)37-2)23-32-33-24-26(10-5-11-34(23)24)15-38-20-7-4-3-6-19(20)35(25(26)36)14-27(28,29)30/h3-4,6-9,12-13H,5,10-11,14-15H2,1-2H3",ZSBFKCQRHHRFRV-UHFFFAOYSA-N,0.0,1,2.5
-,A100755,None,COc1cccc2c(O)cc(-c3ccccc3)nc12,2.3,None,None,None,OChem,COc1cccc2c(O)cc(-c3ccccc3)nc12,"InChI=1S/C16H13NO2/c1-19-15-9-5-8-12-14(18)10-13(17-16(12)15)11-6-3-2-4-7-11/h2-10H,1H3,(H,17,18)",ITBOMYQKVMBJAP-UHFFFAOYSA-N,0.0,1,2.3
-,A100755,None,CC(=O)Nc1ccc2ccn(-c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1,2.58,None,None,None,OChem,CC(=O)Nc1ccc2ccn(-c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1,"InChI=1S/C21H21N7O2/c1-14(30)25-17-5-4-15-6-8-27(18(15)10-17)20-11-19(23-7-2-3-9-29)28-21(26-20)16(12-22)13-24-28/h4-6,8,10-11,13,23,29H,2-3,7,9H2,1H3,(H,25,30)",NUDFPMSBYIFHBD-UHFFFAOYSA-N,0.0,1,2.58
Proxyphylline,A2189,None,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-0.07,None,None,None,OChem,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,"InChI=1S/C10H14N4O3/c1-6(15)4-14-5-11-8-7(14)9(16)13(3)10(17)12(8)2/h5-6,15H,4H2,1-3H3",KYHQZNGJUGFTGR-UHFFFAOYSA-N,0.0,1,-0.07
-,A100755,None,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,2.1,None,None,None,OChem,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,"InChI=1S/C15H16N4O/c1-10-5-7-17-15-14(10)18-13(19-15)4-3-11-9-12(20-2)6-8-16-11/h5-9H,3-4H2,1-2H3,(H,17,18,19)",UFFMLXIMOZMLNJ-UHFFFAOYSA-N,0.0,1,2.1
-,A100755,None,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC2CCCN(C)C2)n1,1.9,None,None,None,OChem,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC2CCCN(C)C2)n1,"InChI=1S/C28H35N7O3/c1-20-5-6-23(31-27(36)22-7-9-29-26(16-22)35-12-14-37-15-13-35)17-24(20)32-25-8-10-30-28(33-25)38-19-21-4-3-11-34(2)18-21/h5-10,16-17,21H,3-4,11-15,18-19H2,1-2H3,(H,31,36)(H,30,32,33)",MCWZJZOROQSPHT-UHFFFAOYSA-N,0.0,1,1.9
-,A100755,None,Cn1cc(-c2cccc(CC(NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,2.6,None,None,None,OChem,Cn1cc(-c2cccc(CC(NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,"InChI=1S/C24H29N7O2/c1-24(2,3)21-13-20(31(5)29-21)23(33)28-19(22(32)26-10-9-25)12-16-7-6-8-17(11-16)18-14-27-30(4)15-18/h6-8,11,13-15,19H,10,12H2,1-5H3,(H,26,32)(H,28,33)",MNHLKDOPYXSVAC-UHFFFAOYSA-N,0.0,1,2.6
-,A123588,None,CC(Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]ccc2c1,3.7,None,None,None,OChem,CC(Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]ccc2c1,"InChI=1S/C20H21N7/c1-12(14-4-5-16-15(10-14)6-8-21-16)23-20-22-9-7-18(25-20)24-19-11-17(26-27-19)13-2-3-13/h4-13,21H,2-3H2,1H3,(H3,22,23,24,25,26,27)",SGUZXWKWTMWMCR-UHFFFAOYSA-N,0.0,1,3.7
-,A100755,None,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(F)c1,2.84,None,None,None,OChem,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(F)c1,"InChI=1S/C20H24F2N2O2S/c21-18-11-10-17(14-19(18)22)27(25,26)23-15-20(16-8-4-3-5-9-16)24-12-6-1-2-7-13-24/h3-5,8-11,14,20,23H,1-2,6-7,12-13,15H2",WTSZLZHUXCBOEB-UHFFFAOYSA-N,0.0,1,2.84
-,A100755,None,Cc1cn(C2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,-0.55,None,None,None,OChem,Cc1cn(C2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,"InChI=1S/C24H24ClN3O5/c1-15-12-28(24(32)26-22(15)29)18-5-3-9-27(14-18)13-16-7-8-20(23(30)31)21(10-16)33-19-6-2-4-17(25)11-19/h2,4,6-8,10-12,18H,3,5,9,13-14H2,1H3,(H,30,31)(H,26,29,32)",MRLRTMLFJYMOOD-UHFFFAOYSA-N,0.0,1,-0.55
-,A100755,None,COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,1.36,None,None,None,OChem,COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,"InChI=1S/C19H22BrN5O/c1-26-14-4-2-13(3-5-14)18-24-17-16(15(20)11-23-19(17)25-18)22-10-12-6-8-21-9-7-12/h2-5,11-12,21H,6-10H2,1H3,(H2,22,23,24,25)",WOTWXKACTZFRQE-UHFFFAOYSA-N,0.0,1,1.36
-,A100755,None,O=S(=O)(Nc1cccnc1)c1cccs1,0.54,None,None,None,OChem,O=S(=O)(Nc1cccnc1)c1cccs1,"InChI=1S/C9H8N2O2S2/c12-15(13,9-4-2-6-14-9)11-8-3-1-5-10-7-8/h1-7,11H",DJOJRYLDSBEZMU-UHFFFAOYSA-N,0.0,1,0.54
-,A100755,None,COc1ccc(Nc2cc(Oc3cc(C)c(C)nc3-c3ccccn3)ccn2)cc1,3.51,None,None,None,OChem,COc1ccc(Nc2cc(Oc3cc(C)c(C)nc3-c3ccccn3)ccn2)cc1,"InChI=1S/C24H22N4O2/c1-16-14-22(24(27-17(16)2)21-6-4-5-12-25-21)30-20-11-13-26-23(15-20)28-18-7-9-19(29-3)10-8-18/h4-15H,1-3H3,(H,26,28)",OTATXPKPKQJQIB-UHFFFAOYSA-N,0.0,1,3.51
-,A100755,None,CCCCCCN=c1ccn(Cc2ccccc2)c2cc(Cl)ccc12,0.98,None,None,None,OChem,CCCCCCN=c1ccn(Cc2ccccc2)c2cc(Cl)ccc12,"InChI=1S/C22H25ClN2/c1-2-3-4-8-14-24-21-13-15-25(17-18-9-6-5-7-10-18)22-16-19(23)11-12-20(21)22/h5-7,9-13,15-16H,2-4,8,14,17H2,1H3",WIXOVCHGCCZODL-UHFFFAOYSA-N,0.0,1,0.98
Fluocortolone,A2189,None,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,2.2,None,None,None,OChem,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,"InChI=1S/C22H29FO4/c1-11-6-14-13-8-16(23)15-7-12(25)4-5-21(15,2)20(13)17(26)9-22(14,3)19(11)18(27)10-24/h4-5,7,11,13-14,16-17,19-20,24,26H,6,8-10H2,1-3H3",GAKMQHDJQHZUTJ-UHFFFAOYSA-N,0.025819888974716,15,2.2
-,A123551,None,CCCCNc1nc2cccc(CC)c2c(=O)o1,3.8,None,None,None,OChem,CCCCNc1nc2cccc(CC)c2c(=O)o1,"InChI=1S/C14H18N2O2/c1-3-5-9-15-14-16-11-8-6-7-10(4-2)12(11)13(17)18-14/h6-8H,3-5,9H2,1-2H3,(H,15,16)",UGHLTSKWAQQNOO-UHFFFAOYSA-N,0.0,1,3.8
-,A100755,None,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,2.2,None,None,None,OChem,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,"InChI=1S/C25H31Cl2N3O4S/c1-17-3-5-21(6-4-17)35(32,33)28-25(31)30-13-9-19(10-14-30)29-15-11-20(12-16-29)34-23-8-7-22(26)18(2)24(23)27/h3-8,19-20H,9-16H2,1-2H3,(H,28,31)",HFWLILWGBZWYRI-UHFFFAOYSA-N,0.0,1,2.2
-,A123551,None,CCN1CCc2nc(N)oc2CC1,0.050000001,None,None,None,OChem,CCN1CCc2nc(N)oc2CC1,"InChI=1S/C9H15N3O/c1-2-12-5-3-7-8(4-6-12)13-9(10)11-7/h2-6H2,1H3,(H2,10,11)",ZNXAJGZPUQOEDZ-UHFFFAOYSA-N,0.0,1,0.050000001
-,A123553,None,Cc1cccc(OCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1,-0.99,None,None,None,OChem,Cc1cccc(OCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1,"InChI=1S/C17H16FNO5/c1-11-3-2-4-13(7-11)23-9-16(20)19-12-5-6-15(14(18)8-12)24-10-17(21)22/h2-8H,9-10H2,1H3,(H,19,20)(H,21,22)",AKNZQIHVIIADQF-UHFFFAOYSA-N,0.0,1,-0.99
-,A100755,None,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,3.04,None,None,None,OChem,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,"InChI=1S/C11H9BrN6/c12-6-2-1-3-7(4-6)16-10-8-9(15-5-14-8)17-11(13)18-10/h1-5H,(H4,13,14,15,16,17,18)",JPVDTQHICMAEST-UHFFFAOYSA-N,0.0,1,3.04
-,A123560,None,O=c1[nH]c(OC2CCCCC2)nc2cnccc12,3.7,None,None,None,OChem,O=c1[nH]c(OC2CCCCC2)nc2cnccc12,"InChI=1S/C13H15N3O2/c17-12-10-6-7-14-8-11(10)15-13(16-12)18-9-4-2-1-3-5-9/h6-9H,1-5H2,(H,15,16,17)",ZMRMEHCQGZDBBY-UHFFFAOYSA-N,0.0,1,3.7
-,A100755,None,NC1(C(=O)NC(CS(N)(=O)=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.2,None,None,None,OChem,NC1(C(=O)NC(CS(N)(=O)=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,"InChI=1S/C20H24ClN7O3S/c21-14-3-1-13(2-4-14)16(11-32(23,30)31)27-19(29)20(22)6-9-28(10-7-20)18-15-5-8-24-17(15)25-12-26-18/h1-5,8,12,16H,6-7,9-11,22H2,(H,27,29)(H2,23,30,31)(H,24,25,26)",IWLDWBJBHVPZRX-UHFFFAOYSA-N,0.0,1,2.2
-,A100755,None,Nc1c2c(nc3ccc(Br)cc13)N(c1ccccc1)CC2,3.12,None,None,None,OChem,Nc1c2c(nc3ccc(Br)cc13)N(c1ccccc1)CC2,"InChI=1S/C17H14BrN3/c18-11-6-7-15-14(10-11)16(19)13-8-9-21(17(13)20-15)12-4-2-1-3-5-12/h1-7,10H,8-9H2,(H2,19,20)",DNFFJORSUVCABG-UHFFFAOYSA-N,0.0,1,3.12
-,A111962,None,CCC(C)C(NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,-1.87,None,None,None,OChem,CCC(C)C(NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C([NH3+])Cc1ccccc1)C(=O)[O-],"InChI=1S/C22H33N5O6/c1-4-13(2)19(22(32)33)27-18(29)12-24-20(30)14(3)26-17(28)11-25-21(31)16(23)10-15-8-6-5-7-9-15/h5-9,13-14,16,19H,4,10-12,23H2,1-3H3,(H,24,30)(H,25,31)(H,26,28)(H,27,29)(H,32,33)",XLRNJNZGKFTZHL-UHFFFAOYSA-N,0.0,1,-1.87
-,A100755,None,CC(=O)NCc1ccc(CN2CCN(c3ccc(F)cc3F)CC2)cc1,2.5,None,None,None,OChem,CC(=O)NCc1ccc(CN2CCN(c3ccc(F)cc3F)CC2)cc1,"InChI=1S/C20H23F2N3O/c1-15(26)23-13-16-2-4-17(5-3-16)14-24-8-10-25(11-9-24)20-7-6-18(21)12-19(20)22/h2-7,12H,8-11,13-14H2,1H3,(H,23,26)",FQNKXHSTVKSMDH-UHFFFAOYSA-N,0.0,1,2.5
